#       energy         x-proj    sigmax 
#          MeV             um        um 
0.067608298     0.61490851  0.091445 
0.069183097     0.62626296  0.091894 
0.070794578     0.63787914  0.092345 
0.072443596     0.64976633  0.092799 
0.074131024     0.66193423  0.093257 
0.075857758     0.67439299  0.093719 
0.077624712      0.6871532  0.094185 
0.079432823     0.70022594  0.094655 
0.081283052      0.7136228   0.09513 
0.083176377     0.72735589  0.095609 
0.085113804     0.74143788  0.096094 
0.087096359     0.75588198  0.096584 
0.089125094     0.77070203   0.09708 
0.091201084     0.78591247  0.097583 
0.09332543     0.80152839  0.098092 
0.095499259     0.81756555  0.098607 
0.097723722     0.83404042   0.09913 
0.1     0.85097018  0.099661 
0.1023293     0.86837279    0.1002 
0.10471285     0.88626696   0.10075 
0.10715193     0.90467226   0.10131 
0.10964782     0.92360906   0.10187 
0.11220185     0.94309864   0.10245 
0.11481536     0.96316318   0.10304 
0.11748976     0.98382581   0.10364 
0.12022644      1.0051106   0.10425 
0.12302688      1.0270427   0.10487 
0.12589254      1.0496483   0.10551 
0.12882496      1.0729546   0.10616 
0.13182567      1.0969899   0.10682 
0.13489629      1.1217838    0.1075 
0.13803843      1.1473669    0.1082 
0.14125375      1.1737713   0.10891 
0.14454398      1.2010301   0.10965 
0.14791084      1.2291779    0.1104 
0.15135612      1.2582505   0.11117 
0.15488166      1.2882851   0.11196 
0.15848932      1.3193206   0.11277 
0.16218101       1.351397   0.11361 
0.16595869      1.3845561   0.11447 
0.16982437      1.4188412   0.11535 
0.17378008      1.4542971   0.11626 
0.17782794      1.4909704    0.1172 
0.18197009      1.5289094   0.11817 
0.18620871      1.5681641   0.11917 
0.19054607      1.6087864    0.1202 
0.19498446      1.6508299   0.12126 
0.19952623      1.6943504   0.12236 
0.20417379      1.7394055    0.1235 
0.20892961      1.7860549   0.12467 
0.21379621      1.8343603   0.12588 
0.21877616      1.8843859   0.12714 
0.22387211      1.9361977   0.12844 
0.22908677      1.9898644   0.12978 
0.23442288       2.045457   0.13117 
0.23988329      2.1030488   0.13261 
0.24547089      2.1627159   0.13411 
0.25118864       2.224537   0.13566 
0.25703958      2.2885935   0.13726 
0.2630268      2.3549695   0.13893 
0.26915348      2.4237524   0.14065 
0.27542287      2.4950324   0.14244 
0.28183829       2.568903    0.1443 
0.28840315      2.6454607   0.14623 
0.29512092      2.7248059   0.14823 
0.30199517      2.8070421    0.1503 
0.30902954      2.8922768   0.15246 
0.31622777      2.9806212    0.1547 
0.32359366      3.0721905   0.15702 
0.33113112      3.1671039   0.15943 
0.33884416      3.2654853   0.16193 
0.34673685      3.3674626   0.16453 
0.35481339      3.4731688   0.16722 
0.36307805      3.5827416   0.17002 
0.37153523      3.6963236   0.17293 
0.3801894      3.8140629   0.17595 
0.38904514       3.936113   0.17908 
0.39810717      4.0626332   0.18233 
0.40738028      4.1937888   0.18571 
0.41686938      4.3297511   0.18922 
0.42657952       4.470698   0.19285 
0.43651583      4.6168142   0.19663 
0.44668359      4.7682913   0.20055 
0.45708819      4.9253285   0.20462 
0.46773514      5.0881322   0.20884 
0.47863009      5.2569171   0.21321 
0.48977882      5.4319061   0.21776 
0.50118723      5.6133305   0.22247 
0.51286138      5.8014309   0.22736 
0.52480746      5.9964572   0.23243 
0.5370318      6.1986689   0.23769 
0.54954087      6.4083357   0.24315 
0.56234133       6.625738   0.24881 
0.57543994      6.8511671   0.25468 
